68.20	15816.36	231.91
68.30	15881.93	232.53
68.40	15947.70	233.16
68.50	16013.66	233.78
68.60	16079.82	234.40
68.70	16146.17	235.03
68.80	16212.71	235.65
68.90	16279.45	236.28
69.00	16346.39	236.91
69.10	16413.52	237.53
69.20	16480.85	238.16
69.30	16548.38	238.79
69.40	16616.11	239.43
69.50	16684.03	240.06
69.60	16752.15	240.69
69.70	16820.47	241.33
69.80	16889.00	241.96
69.90	16957.71	242.60
70.00	17026.63	243.24
70.10	17095.76	243.88
70.20	17165.08	244.52
70.30	17234.60	245.16
70.40	17304.33	245.80
70.50	17374.24	246.44
70.60	17444.37	247.09
70.70	17514.70	247.73
70.80	17585.24	248.38
70.90	17655.98	249.03
71.00	17726.92	249.68
71.10	17798.07	250.33
71.20	17869.42	250.98
71.30	17940.97	251.63
71.40	18012.74	252.28
71.50	18084.70	252.93
71.60	18156.87	253.59
71.70	18229.25	254.25
71.80	18301.84	254.90
71.90	18374.63	255.56
72.00	18447.63	256.22
72.10	18520.85	256.88
72.20	18594.27	257.54
72.30	18667.89	258.20
72.40	18741.74	258.87
72.50	18815.78	259.53
72.60	18890.04	260.20
72.70	18964.51	260.86
72.80	19039.19	261.53
72.90	19114.08	262.20
73.00	19189.19	262.87
73.10	19264.50	263.54
73.20	19340.03	264.21
73.30	19415.78	264.88
73.40	19491.72	265.56
73.50	19567.90	266.23
73.60	19644.28	266.91
73.70	19720.88	267.59
73.80	19797.69	268.26
73.90	19874.72	268.94
74.00	19951.97	269.62
74.10	20029.43	270.30
74.20	20107.11	270.99
74.30	20185.01	271.67
74.40	20263.12	272.36
74.50	20341.45	273.04
74.60	20420.00	273.73
74.70	20498.76	274.42
74.80	20577.76	275.11
74.90	20656.96	275.80
75.00	20736.39	276.49
75.10	20816.04	277.18
75.20	20895.91	277.87
75.30	20976.01	278.57
75.40	21056.32	279.26
75.50	21136.85	279.96
75.60	21217.61	280.66
75.70	21298.59	281.36
75.80	21379.80	282.06
75.90	21461.23	282.76
76.00	21542.88	283.46
76.10	21624.76	284.16
76.20	21706.87	284.87
76.30	21789.19	285.57
76.40	21871.74	286.28
76.50	21954.53	286.99
76.60	22037.54	287.70
76.70	22120.77	288.41
76.80	22204.23	289.12
76.90	22287.93	289.83
77.00	22371.85	290.55
77.10	22455.99	291.26
77.20	22540.37	291.98
77.30	22624.98	292.69
77.40	22709.82	293.41
77.50	22794.89	294.13
77.60	22880.19	294.85
77.70	22965.73	295.57
77.80	23051.49	296.29
77.90	23137.48	297.02
78.00	23223.72	297.74
78.10	23310.18	298.47
78.20	23396.88	299.20
78.30	23483.81	299.92
78.40	23570.97	300.65
78.50	23658.38	301.38
78.60	23746.02	302.11
78.70	23833.89	302.85
78.80	23922.00	303.58
78.90	24010.35	304.32
79.00	24098.93	305.05
79.10	24187.76	305.79
79.20	24276.82	306.53
79.30	24366.11	307.27
79.40	24455.65	308.01
79.50	24545.43	308.75
79.60	24635.45	309.49
79.70	24725.70	310.24
79.80	24816.21	310.98
79.90	24906.95	311.73
80.00	24997.94	312.48
80.10	25089.16	313.23
80.20	25180.63	313.98
80.30	25272.34	314.73
80.40	25364.29	315.48
80.50	25456.48	316.23
80.60	25548.93	316.99
80.70	25641.62	317.74
80.80	25734.55	318.50
80.90	25827.73	319.26
81.00	25921.16	320.02
81.10	26014.83	320.78
81.20	26108.74	321.54
81.30	26202.91	322.30
81.40	26297.33	323.07
81.50	26392.00	323.83
81.60	26486.91	324.60
81.70	26582.08	325.36
81.80	26677.49	326.13
81.90	26773.16	326.90
82.00	26869.07	327.67
82.10	26965.24	328.45
82.20	27061.65	329.22
82.30	27158.31	329.99
82.40	27255.24	330.77
82.50	27352.42	331.55
82.60	27449.85	332.33
82.70	27547.53	333.10
82.80	27645.47	333.89
82.90	27743.66	334.67
83.00	27842.11	335.45
83.10	27940.81	336.23
83.20	28039.79	337.02
83.30	28139.00	337.81
83.40	28238.47	338.59
83.50	28338.21	339.38
83.60	28438.20	340.17
83.70	28538.46	340.96
83.80	28638.97	341.76
83.90	28739.74	342.55
84.00	28840.78	343.35
84.10	28942.06	344.14
84.20	29043.62	344.94
84.30	29145.44	345.74
84.40	29247.51	346.54
84.50	29349.86	347.34
84.60	29452.46	348.14
84.70	29555.33	348.94
84.80	29658.46	349.75
84.90	29761.86	350.55
85.00	29865.52	351.36
85.10	29969.45	352.17
85.20	30073.63	352.98
85.30	30178.10	353.79
85.40	30282.82	354.60
85.50	30387.81	355.42
85.60	30493.08	356.23
85.70	30598.61	357.05
85.80	30704.41	357.86
85.90	30810.47	358.68
86.00	30916.82	359.50
86.10	31023.43	360.32
86.20	31130.31	361.14
86.30	31237.46	361.97
86.40	31344.89	362.79
86.50	31452.58	363.62
86.60	31560.54	364.44
86.70	31668.79	365.27
86.80	31777.32	366.10
86.90	31886.10	366.93
87.00	31995.18	367.76
87.10	32104.52	368.60
87.20	32214.13	369.43
87.30	32324.03	370.27
87.40	32434.21	371.10
87.50	32544.65	371.94
87.60	32655.38	372.78
87.70	32766.38	373.62
87.80	32877.68	374.46
87.90	32989.23	375.31
88.00	33101.07	376.15
88.10	33213.20	377.00
88.20	33325.60	377.84
88.30	33438.29	378.69
88.40	33551.26	379.54
88.50	33664.52	380.39
88.60	33778.05	381.25
88.70	33891.86	382.10
88.80	34005.96	382.95
88.90	34120.35	383.81
89.00	34235.03	384.67
89.10	34349.98	385.53
89.20	34465.21	386.38
89.30	34580.76	387.25
89.40	34696.57	388.11
89.50	34812.67	388.97
89.60	34929.07	389.84
89.70	35045.76	390.70
89.80	35162.73	391.57
89.90	35279.98	392.44
90.00	35397.53	393.31
90.10	35515.38	394.18
90.20	35633.51	395.05
90.30	35751.94	395.93
90.40	35870.66	396.80
90.50	35989.67	397.68
90.60	36108.97	398.56
90.70	36228.57	399.44
90.80	36348.46	400.32
90.90	36468.64	401.20
91.00	36589.12	402.08
91.10	36709.90	402.97
91.20	36830.98	403.85
91.30	36952.35	404.74
91.40	37074.02	405.63
91.50	37195.98	406.52
91.60	37318.25	407.41
91.70	37440.82	408.30
91.80	37563.68	409.19
91.90	37686.84	410.09
92.00	37810.31	410.99
92.10	37934.08	411.88
92.20	38058.14	412.78
92.30	38182.52	413.68
92.40	38307.19	414.58
92.50	38432.18	415.49
92.60	38557.46	416.39
92.70	38683.04	417.30
92.80	38808.93	418.20
92.90	38935.13	419.11
93.00	39061.63	420.02
93.10	39188.45	420.93
93.20	39315.57	421.84
93.30	39442.99	422.76
93.40	39570.73	423.67
93.50	39698.77	424.59
93.60	39827.13	425.51
93.70	39955.79	426.43
93.80	40084.76	427.35
93.90	40214.04	428.27
94.00	40343.64	429.19
94.10	40473.54	430.12
94.20	40603.77	431.04
94.30	40734.30	431.97
94.40	40865.15	432.90
94.50	40996.31	433.83
94.60	41127.79	434.76
94.70	41259.59	435.69
94.80	41391.69	436.63
94.90	41524.12	437.56
95.00	41656.86	438.50
95.10	41789.93	439.44
95.20	41923.31	440.37
95.30	42057.00	441.32
95.40	42191.02	442.26
95.50	42325.36	443.20
95.60	42460.02	444.15
95.70	42595.00	445.09
95.80	42730.31	446.04
95.90	42865.94	446.99
96.00	43001.89	447.94
96.10	43138.16	448.89
96.20	43274.75	449.85
96.30	43411.68	450.80
96.40	43548.91	451.76
96.50	43686.49	452.71
96.60	43824.39	453.67
96.70	43962.61	454.63
96.80	44101.17	455.59
96.90	44240.04	456.56
97.00	44379.25	457.52
97.10	44518.79	458.49
97.20	44658.65	459.46
97.30	44798.86	460.42
97.40	44939.38	461.39
97.50	45080.24	462.37
97.60	45221.44	463.34
97.70	45362.96	464.31
97.80	45504.82	465.29
97.90	45647.01	466.27
98.00	45789.54	467.24
98.10	45932.41	468.22
98.20	46075.61	469.21
98.30	46219.14	470.19
98.40	46363.01	471.17
98.50	46507.21	472.16
98.60	46651.77	473.15
98.70	46796.66	474.13
98.80	46941.88	475.12
98.90	47087.45	476.12
99.00	47233.35	477.11
99.10	47379.60	478.10
99.20	47526.18	479.10
99.30	47673.12	480.10
99.40	47820.40	481.10
99.50	47968.02	482.10
99.60	48115.97	483.10
99.70	48264.27	484.10
99.80	48412.93	485.10
99.90	48561.92	486.11
100.00	48711.26	487.12
